level1	level2	level3	p-values	p-values (corrected)	Effect size	Note	Blister: mean rel. freq. (%)	Blister: std. dev. (%)	Flocculent: mean rel. freq. (%)	Flocculent: std. dev. (%)	Non-lithifying cohesive: mean rel. freq. (%)	Non-lithifying cohesive: std. dev. (%)	Non-lithifying loosely cohesive: mean rel. freq. (%)	Non-lithifying loosely cohesive: std. dev. (%)	Pustular: mean rel. freq. (%)	Pustular: std. dev. (%)	JM25	JM25: parent seq. count	JM25: rel. freq. (%)	JM26	JM26: parent seq. count	JM26: rel. freq. (%)	JM27	JM27: parent seq. count	JM27: rel. freq. (%)	JM4	JM4: parent seq. count	JM4: rel. freq. (%)	JM5	JM5: parent seq. count	JM5: rel. freq. (%)	JM6	JM6: parent seq. count	JM6: rel. freq. (%)	JM19	JM19: parent seq. count	JM19: rel. freq. (%)	JM20	JM20: parent seq. count	JM20: rel. freq. (%)	JM21	JM21: parent seq. count	JM21: rel. freq. (%)	JM31	JM31: parent seq. count	JM31: rel. freq. (%)	JM32	JM32: parent seq. count	JM32: rel. freq. (%)	JM33	JM33: parent seq. count	JM33: rel. freq. (%)	JM13	JM13: parent seq. count	JM13: rel. freq. (%)	JM14	JM14: parent seq. count	JM14: rel. freq. (%)	JM15	JM15: parent seq. count	JM15: rel. freq. (%)	JM10	JM10: parent seq. count	JM10: rel. freq. (%)	JM11	JM11: parent seq. count	JM11: rel. freq. (%)	JM12	JM12: parent seq. count	JM12: rel. freq. (%)	JM7	JM7: parent seq. count	JM7: rel. freq. (%)	JM8	JM8: parent seq. count	JM8: rel. freq. (%)	JM9	JM9: parent seq. count	JM9: rel. freq. (%)	JM1	JM1: parent seq. count	JM1: rel. freq. (%)	JM16	JM16: parent seq. count	JM16: rel. freq. (%)	JM17	JM17: parent seq. count	JM17: rel. freq. (%)	JM18	JM18: parent seq. count	JM18: rel. freq. (%)	JM2	JM2: parent seq. count	JM2: rel. freq. (%)	JM22	JM22: parent seq. count	JM22: rel. freq. (%)	JM23	JM23: parent seq. count	JM23: rel. freq. (%)	JM24	JM24: parent seq. count	JM24: rel. freq. (%)	JM28	JM28: parent seq. count	JM28: rel. freq. (%)	JM29	JM29: parent seq. count	JM29: rel. freq. (%)	JM3	JM3: parent seq. count	JM3: rel. freq. (%)	JM30	JM30: parent seq. count	JM30: rel. freq. (%)	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	Chlorophyll_Degradation	4.19351628719e-06	9.17697401452e-05	0.649922211767		0.0	0.0	0.0010052833874	0.0016807207154	0.0020397126368	0.000106802851726	0.00603556108401	0.0029088505515	0.000650144718828	0.000966473722805	0.0	63024.0	0.0	0.0	62858.0	0.0	0.0	67825.0	0.0	0.0	63159.0	0.0	0.0	52487.0	0.0	0.0	53225.0	0.0	1.0	68346.0	0.00146314341732	0.0	65878.0	0.0	4.0	87555.0	0.00456855690709	0.0	42357.0	0.0	0.0	39889.0	0.0	0.0	46071.0	0.0	1.0	51909.0	0.00192644820744	1.0	45811.0	0.00218288184061	1.0	49756.0	0.00200980786237	2.0	33384.0	0.00599089384136	1.0	33183.0	0.00301359129675	4.0	35808.0	0.0111706881144	1.0	39696.0	0.00251914550584	2.0	34498.0	0.00579743753261	3.0	38852.0	0.00772161021312	0.0	55993.0	0.0	0.0	57896.0	0.0	1.0	72703.0	0.00137545905946	0.0	75464.0	0.0	1.0	58435.0	0.00171130315735	0.0	34091.0	0.0	0.0	46503.0	0.0	0.0	54600.0	0.0	1.0	36063.0	0.00277292515875	1.0	51492.0	0.00194204925037	0.0	69331.0	0.0	0.0	60092.0	0.0	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	Bilin_Biosynthesis	8.76755286776e-06	0.000152782726825	0.630256471594		0.0	0.0	0.00157273309531	0.00172672066946	0.00941324457774	0.00225485404545	0.0132004663158	0.00618726400216	0.0049681051124	0.00335598322221	0.0	63024.0	0.0	0.0	62858.0	0.0	0.0	67825.0	0.0	0.0	63159.0	0.0	0.0	52487.0	0.0	0.0	53225.0	0.0	0.0	68346.0	0.0	0.0	65878.0	0.0	4.0	87555.0	0.00456855690709	1.0	42357.0	0.00236088485965	1.0	39889.0	0.00250695680513	0.0	46071.0	0.0	5.0	51909.0	0.0096322410372	3.0	45811.0	0.00654864552182	6.0	49756.0	0.0120588471742	6.0	33384.0	0.0179726815241	8.0	33183.0	0.024108730374	3.0	35808.0	0.00837801608579	4.0	39696.0	0.0100765820234	2.0	34498.0	0.00579743753261	5.0	38852.0	0.0128693503552	0.0	55993.0	0.0	4.0	57896.0	0.00690894016858	0.0	72703.0	0.0	5.0	75464.0	0.00662567581893	2.0	58435.0	0.00342260631471	1.0	34091.0	0.00293332551113	4.0	46503.0	0.00860159559598	6.0	54600.0	0.010989010989	3.0	36063.0	0.00831877547625	3.0	51492.0	0.00582614775111	3.0	69331.0	0.00432706869943	1.0	60092.0	0.00166411502363	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Coenzyme F420	Coenzyme_F420_synthesis	2.10052789235e-05	0.00027452732593	0.605432328127		0.0	0.0	0.00176426210564	0.00204428183066	0.0384745563601	0.0114033149983	0.0419116124115	0.0294159580448	0.00690112527071	0.00544959342674	0.0	63024.0	0.0	0.0	62858.0	0.0	0.0	67825.0	0.0	0.0	63159.0	0.0	0.0	52487.0	0.0	0.0	53225.0	0.0	1.0	68346.0	0.00146314341732	3.0	65878.0	0.00455387230942	4.0	87555.0	0.00456855690709	0.0	42357.0	0.0	0.0	39889.0	0.0	0.0	46071.0	0.0	27.0	51909.0	0.0520141016009	18.0	45811.0	0.0392918731309	12.0	49756.0	0.0241176943484	3.0	33384.0	0.00898634076204	2.0	33183.0	0.0060271825935	14.0	35808.0	0.0390974084004	22.0	39696.0	0.0554212011286	17.0	34498.0	0.0492782190272	36.0	38852.0	0.0926593225574	2.0	55993.0	0.00357187505581	3.0	57896.0	0.00518170512643	6.0	72703.0	0.00825275435677	8.0	75464.0	0.0106010813103	1.0	58435.0	0.00171130315735	7.0	34091.0	0.0205332785779	4.0	46503.0	0.00860159559598	7.0	54600.0	0.0128205128205	0.0	36063.0	0.0	2.0	51492.0	0.00388409850074	3.0	69331.0	0.00432706869943	2.0	60092.0	0.00332823004726	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	Chlorophyll_Biosynthesis	3.04615643828e-05	0.000362839646635	0.594337888566		0.257100953399	0.0520070527103	0.295645362905	0.0538471876514	0.492081519346	0.0177219395195	0.446662451294	0.118821805255	0.46284768806	0.0746958490918	126.0	63024.0	0.199923838538	149.0	62858.0	0.237042222152	159.0	67825.0	0.234426833763	208.0	63159.0	0.329327570101	172.0	52487.0	0.327700192429	114.0	53225.0	0.21418506341	204.0	68346.0	0.298481257133	233.0	65878.0	0.353684082698	332.0	87555.0	0.379190223288	105.0	42357.0	0.247892910263	96.0	39889.0	0.240667853293	117.0	46071.0	0.253955850752	263.0	51909.0	0.506655878557	214.0	45811.0	0.46713671389	250.0	49756.0	0.502451965592	188.0	33384.0	0.563144021088	190.0	33183.0	0.572582346382	197.0	35808.0	0.550156389634	136.0	39696.0	0.342603788795	96.0	34498.0	0.278277001565	145.0	38852.0	0.373211160301	196.0	55993.0	0.350043755469	324.0	57896.0	0.559624153655	394.0	72703.0	0.541930869428	430.0	75464.0	0.569808120428	235.0	58435.0	0.402156241978	148.0	34091.0	0.434132175648	207.0	46503.0	0.445132572092	271.0	54600.0	0.496336996337	197.0	36063.0	0.546266256274	204.0	51492.0	0.396178047075	253.0	69331.0	0.364916126985	269.0	60092.0	0.447646941357	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	Coenzyme_B12_biosynthesis	3.93509178247e-05	0.000430572252012	0.586500648706		0.256382815542	0.020678916995	0.336262890081	0.0642996425969	0.251470290134	0.0365173366567	0.490971325671	0.0952513143901	0.444863629988	0.0955204673466	165.0	63024.0	0.261805026657	173.0	62858.0	0.275223519679	184.0	67825.0	0.27128639882	143.0	63159.0	0.226412704444	144.0	52487.0	0.274353649475	122.0	53225.0	0.229215594176	210.0	68346.0	0.307260117637	232.0	65878.0	0.352166125262	369.0	87555.0	0.421449374679	166.0	42357.0	0.391906886701	129.0	39889.0	0.323397427862	102.0	46071.0	0.221397408348	104.0	51909.0	0.200350613574	124.0	45811.0	0.270677348235	141.0	49756.0	0.283382908594	216.0	33384.0	0.647016534867	157.0	33183.0	0.473133833589	136.0	35808.0	0.379803395889	219.0	39696.0	0.55169286578	130.0	34498.0	0.37683343962	201.0	38852.0	0.517347884279	196.0	55993.0	0.350043755469	317.0	57896.0	0.54753350836	293.0	72703.0	0.403009504422	357.0	75464.0	0.473073253472	211.0	58435.0	0.361084966202	227.0	34091.0	0.665864891027	215.0	46503.0	0.462335763284	244.0	54600.0	0.446886446886	192.0	36063.0	0.53240163048	186.0	51492.0	0.361221160569	288.0	69331.0	0.415398595145	192.0	60092.0	0.319510084537	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Quinone cofactors	Menaquinone_Biosynthesis_via_Futalosine_--_gjo	4.22984227481e-05	0.000447222649505	0.584260489908		0.0148422636215	0.00763258294257	0.0190704196699	0.00527939857261	0.00905955180566	0.00638097208748	0.00389254178153	0.00582519557287	0.0034161812916	0.00307818904038	10.0	63024.0	0.0158669713125	13.0	62858.0	0.0206815361609	10.0	67825.0	0.0147438260229	0.0	63159.0	0.0	7.0	52487.0	0.0133366357384	13.0	53225.0	0.0244246124941	15.0	68346.0	0.0219471512598	19.0	65878.0	0.028841191293	13.0	87555.0	0.014847809948	8.0	42357.0	0.0188870788772	5.0	39889.0	0.0125347840257	8.0	46071.0	0.0173645026155	4.0	51909.0	0.00770579282976	8.0	45811.0	0.0174630547248	1.0	49756.0	0.00200980786237	5.0	33384.0	0.0149772346034	0.0	33183.0	0.0	3.0	35808.0	0.00837801608579	0.0	39696.0	0.0	0.0	34498.0	0.0	0.0	38852.0	0.0	0.0	55993.0	0.0	1.0	57896.0	0.00172723504214	4.0	72703.0	0.00550183623784	6.0	75464.0	0.00795081098272	1.0	58435.0	0.00171130315735	1.0	34091.0	0.00293332551113	2.0	46503.0	0.00430079779799	3.0	54600.0	0.00549450549451	0.0	36063.0	0.0	5.0	51492.0	0.00971024625184	0.0	69331.0	0.0	1.0	60092.0	0.00166411502363	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Folate and pterines	Pterin_carbinolamine_dehydratase	0.000161975932225	0.00118154536608	0.540130536331		0.272542442708	0.0718339381677	0.215173870457	0.0647468793345	0.25327382329	0.0156768774703	0.113903753881	0.0604772766684	0.163110230121	0.0230170273088	223.0	63024.0	0.353833460269	181.0	62858.0	0.287950618855	126.0	67825.0	0.185772207888	132.0	63159.0	0.208996342564	118.0	52487.0	0.224817573875	199.0	53225.0	0.373884452795	187.0	68346.0	0.273607819038	209.0	65878.0	0.317253104223	116.0	87555.0	0.132488150306	63.0	42357.0	0.148735746158	84.0	39889.0	0.210584371631	96.0	46071.0	0.208374031386	121.0	51909.0	0.2331002331	117.0	45811.0	0.255397175351	135.0	49756.0	0.27132406142	7.0	33384.0	0.0209681284448	52.0	33183.0	0.156706747431	20.0	35808.0	0.0558534405719	49.0	39696.0	0.123438129786	70.0	34498.0	0.202910313641	48.0	38852.0	0.12354576341	91.0	55993.0	0.162520315039	81.0	57896.0	0.139906038414	124.0	72703.0	0.170556923373	143.0	75464.0	0.189494328421	98.0	58435.0	0.167707709421	72.0	34091.0	0.211199436802	55.0	46503.0	0.118271939445	94.0	54600.0	0.172161172161	62.0	36063.0	0.171921359842	74.0	51492.0	0.143711644527	111.0	69331.0	0.160101541879	90.0	60092.0	0.149770352127	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Quinone cofactors	Tocopherol_Biosynthesis	0.00175689568347	0.00725104753574	0.448398214523		0.00314897213031	0.00457640186072	0.00689455174183	0.00680669442134	0.00768765690018	0.00456724832662	0.0246402513609	0.013624471694	0.0149345373179	0.00681896157499	0.0	63024.0	0.0	0.0	62858.0	0.0	0.0	67825.0	0.0	0.0	63159.0	0.0	4.0	52487.0	0.00762093470764	6.0	53225.0	0.0112728980742	6.0	68346.0	0.00877886050391	8.0	65878.0	0.0121436594918	16.0	87555.0	0.0182742276283	0.0	42357.0	0.0	0.0	39889.0	0.0	1.0	46071.0	0.00217056282694	1.0	51909.0	0.00192644820744	6.0	45811.0	0.0130972910436	4.0	49756.0	0.00803923144947	4.0	33384.0	0.0119817876827	16.0	33183.0	0.048217460748	2.0	35808.0	0.00558534405719	12.0	39696.0	0.0302297460701	9.0	34498.0	0.0260884688967	10.0	38852.0	0.0257387007104	11.0	55993.0	0.019645312807	6.0	57896.0	0.0103634102529	10.0	72703.0	0.0137545905946	17.0	75464.0	0.0225272977844	4.0	58435.0	0.00684521262942	10.0	34091.0	0.0293332551113	7.0	46503.0	0.015052792293	10.0	54600.0	0.018315018315	4.0	36063.0	0.011091700635	2.0	51492.0	0.00388409850074	7.0	69331.0	0.010096493632	11.0	60092.0	0.0183052652599	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	Cobalamin_synthesis	0.00286749913379	0.0102989186446	0.427040284664		0.0829843364781	0.0198353484867	0.0966375583861	0.0308933384558	0.0677753559932	0.0118419970679	0.127874326089	0.0265001834856	0.132039940923	0.0318335632874	52.0	63024.0	0.0825082508251	62.0	62858.0	0.0986350186134	57.0	67825.0	0.0840398083303	38.0	63159.0	0.0601656137684	60.0	52487.0	0.114314020615	31.0	53225.0	0.0582433067168	80.0	68346.0	0.117051473385	51.0	65878.0	0.0774158292601	133.0	87555.0	0.151904517161	41.0	42357.0	0.0967962792455	32.0	39889.0	0.0802226177643	26.0	46071.0	0.0564346335005	30.0	51909.0	0.0577934462232	28.0	45811.0	0.061120691537	42.0	49756.0	0.0844119302195	38.0	33384.0	0.113826982986	48.0	33183.0	0.144652382244	62.0	35808.0	0.173145665773	54.0	39696.0	0.136033857316	36.0	34498.0	0.104353875587	37.0	38852.0	0.0952331926284	65.0	55993.0	0.116085939314	55.0	57896.0	0.0949979273179	94.0	72703.0	0.129293151589	109.0	75464.0	0.144439732853	59.0	58435.0	0.100966886284	71.0	34091.0	0.20826611129	73.0	46503.0	0.156979119627	78.0	54600.0	0.142857142857	58.0	36063.0	0.160829659207	64.0	51492.0	0.124291152024	79.0	69331.0	0.113946142418	55.0	60092.0	0.0915263262997	
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	Tetrapyrroles	Heme_biosynthesis_orphans	0.00309635819832	0.0109126332008	0.4236044168		0.00602611365536	0.00548643903089	0.00205720133843	0.00139575158792	0.0088009999497	0.000652196144798	0.0203629696903	0.0133196800775	0.00717993701147	0.00506835501404	2.0	63024.0	0.0031733942625	6.0	62858.0	0.00954532438194	11.0	67825.0	0.0162182086251	1.0	63159.0	0.00158330562548	0.0	52487.0	0.0	3.0	53225.0	0.00563644903711	1.0	68346.0	0.00146314341732	2.0	65878.0	0.00303591487295	1.0	87555.0	0.00114213922677	1.0	42357.0	0.00236088485965	0.0	39889.0	0.0	2.0	46071.0	0.00434112565388	5.0	51909.0	0.0096322410372	4.0	45811.0	0.00873152736242	4.0	49756.0	0.00803923144947	10.0	33384.0	0.0299544692068	0.0	33183.0	0.0	3.0	35808.0	0.00837801608579	9.0	39696.0	0.0226723095526	14.0	34498.0	0.0405820627283	8.0	38852.0	0.0205909605683	2.0	55993.0	0.00357187505581	7.0	57896.0	0.012090645295	5.0	72703.0	0.00687729529731	1.0	75464.0	0.00132513516379	0.0	58435.0	0.0	2.0	34091.0	0.00586665102226	4.0	46503.0	0.00860159559598	7.0	54600.0	0.0128205128205	0.0	36063.0	0.0	5.0	51492.0	0.00971024625184	6.0	69331.0	0.00865413739885	10.0	60092.0	0.0166411502363	
